"country","actor.name","is.non.gov.actor.connected.to.gov","event.name.description","tmk","part.civ.war","civ.war.name","part.int.war","int.war.name","year","is.government.actor","primary.location","pl.ccode","pl.gwn","secondary.location","intent.4.a.actor.org.pln","intent.4.b.actor.stat.int","tmk.st","tmk.end","deaths.est","deaths.est.crit","group1.name","group1.best.fatalities.estimate","group1.high.fatalities.estimate","group1.low.fatalities.estimate","group1.tmk.eth","group1.tmk.eth.nm","group1.tmk.eth.id","group1.tmk.rel","group1.tmk.rel.nm","group1.tmk.rel.id","group1.tmk.pol","group1.tmk.pol.nm","group2.name","group2.best.fatalities.estimate","group2.high.fatalities.estimate","group2.low.fatalities.estimate","group2.tmk.eth","group2.tmk.eth.nm","group2.tmk.eth.id","group2.tmk.rel","group2.tmk.rel.nm","group2.tmk.rel.id","group2.tmk.pol","group2.tmk.pol.nm","group3.name","group3.best.fatalities.estimate","group3.high.fatalities.estimate","group3.low.fatalities.estimate","group3.tmk.eth","group3.tmk.eth.nm","group3.tmk.eth.id","group3.tmk.rel","group3.tmk.rel.nm","group3.tmk.rel.id","group3.tmk.pol","group3.tmk.pol.nm","group4.name","group4.best.fatalities.estimate","group4.high.fatalities.estimate","group4.low.fatalities.estimate","group4.tmk.eth","group4.tmk.eth.nm","group4.tmk.eth.id","group4.tmk.rel","group4.tmk.rel.nm","group4.tmk.rel.id","group4.tmk.pol","group4.tmk.pol.nm","group5.name","group5.best.fatalities.estimate","group5.high.fatalities.estimate","group5.low.fatalities.estimate","group5.tmk.eth","group5.tmk.eth.nm","group5.tmk.eth.id","group5.tmk.rel","group5.tmk.rel.nm","group5.tmk.rel.id","group5.tmk.pol","group5.tmk.pol.nm","total.deaths","tmk.end.type","tmk.end.type.military","tmk.end.type.leader","tmk.end.type.peace","tmk.end.type.ceasefire","tmk.end.type.submission","tmk.end.type.other.uncertain","mil.int","mil.int.id","mil.int.ccid","tmk.group1.size","tmk.group2.size","tmk.group3.size","trig","trig.strat.env","trig.strat.env.nm","trig.to.host.pop","trig.to.host.pop.nm","trig.crac.prot","trig.crac.prot.nm","trig.sym.sig.vio","trig.sym.sig.vio.nm","trig.other","trig.other.nm","trig.inst.perp","trig.inst.perp.nm","trig.inst.targ.grp","trig.inst.targ.grp.nm","trig.inst.oth","trig.inst.oth.nm","trig.inst.oth.con.gov","trig.inst.oth.con.targ","tmk_id","duration","tmk.ordinal","intent.4a.any","intent.4b.any","tmk.ordinal.max","genpol.ongoing","genpol.onset"
"Afghanistan","Government of Afghanistan/ USSR","0","Afghan Civil War",1,1,"Afghan Civil War","1","USSR Invasion of Afghanistan",1983,1,"Afghanistan",700,700,NA,1,1,"24/12/79","15/02/89",NA,NA,"Anti-communist Afghans",NA,NA,NA,1,"Afghan/Pashtun","70012000",1,"Muslim","ARI",1,"Anti-Communist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Withdrawal of Soviet Union from Afghanistan",1,0,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Soviet Invasion of Afghanistan","0",NA,"0",NA,"0",NA,"0",NA,"1","USSR","0",NA,"0",NA,"0",NA,"Afghanistan-Government of Afghanistan/ USSR-1979",5,8,1,1,8,1,0
"Afghanistan","Government of Afghanistan/ USSR","0","Afghan Civil War",1,1,"Afghan Civil War","1","USSR Invasion of Afghanistan",1984,1,"Afghanistan",700,700,NA,1,1,"24/12/79","15/02/89",NA,NA,"Anti-communist Afghans",NA,NA,NA,1,"Afghan/Pashtun","70012000",1,"Muslim","ARI",1,"Anti-Communist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Withdrawal of Soviet Union from Afghanistan",1,0,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Soviet Invasion of Afghanistan","0",NA,"0",NA,"0",NA,"0",NA,"1","USSR","0",NA,"0",NA,"0",NA,"Afghanistan-Government of Afghanistan/ USSR-1979",6,8,1,1,8,1,0
"Afghanistan","Government of Afghanistan/ USSR","0","Afghan Civil War",1,1,"Afghan Civil War","1","USSR Invasion of Afghanistan",1985,1,"Afghanistan",700,700,NA,1,1,"24/12/79","15/02/89",NA,NA,"Anti-communist Afghans",NA,NA,NA,1,"Afghan/Pashtun","70012000",1,"Muslim","ARI",1,"Anti-Communist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Withdrawal of Soviet Union from Afghanistan",1,0,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Soviet Invasion of Afghanistan","0",NA,"0",NA,"0",NA,"0",NA,"1","USSR","0",NA,"0",NA,"0",NA,"Afghanistan-Government of Afghanistan/ USSR-1979",7,8,1,1,8,1,0
"Afghanistan","Government of Afghanistan/ USSR","0","Afghan Civil War",1,1,"Afghan Civil War","1","USSR Invasion of Afghanistan",1986,1,"Afghanistan",700,700,NA,1,1,"24/12/79","15/02/89",NA,NA,"Anti-communist Afghans",NA,NA,NA,1,"Afghan/Pashtun","70012000",1,"Muslim","ARI",1,"Anti-Communist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Withdrawal of Soviet Union from Afghanistan",1,0,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Soviet Invasion of Afghanistan","0",NA,"0",NA,"0",NA,"0",NA,"1","USSR","0",NA,"0",NA,"0",NA,"Afghanistan-Government of Afghanistan/ USSR-1979",8,8,1,1,8,1,0
"Afghanistan","Government of Afghanistan/ USSR","0","Afghan Civil War",1,1,"Afghan Civil War","1","USSR Invasion of Afghanistan",1987,1,"Afghanistan",700,700,NA,1,1,"24/12/79","15/02/89",NA,NA,"Anti-communist Afghans",NA,NA,NA,1,"Afghan/Pashtun","70012000",1,"Muslim","ARI",1,"Anti-Communist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Withdrawal of Soviet Union from Afghanistan",1,0,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Soviet Invasion of Afghanistan","0",NA,"0",NA,"0",NA,"0",NA,"1","USSR","0",NA,"0",NA,"0",NA,"Afghanistan-Government of Afghanistan/ USSR-1979",9,8,1,1,8,1,0
"Afghanistan","Government of Afghanistan/ USSR","0","Afghan Civil War",1,1,"Afghan Civil War","1","USSR Invasion of Afghanistan",1988,1,"Afghanistan",700,700,NA,1,1,"24/12/79","15/02/89",5e+05,"Mass Atrocity Endings","Anti-communist Afghans","50000",NA,NA,1,"Afghan/Pashtun","70012000",1,"Muslim","ARI",1,"Anti-Communist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Withdrawal of Soviet Union from Afghanistan",1,0,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Soviet Invasion of Afghanistan","0",NA,"0",NA,"0",NA,"0",NA,"1","USSR","0",NA,"0",NA,"0",NA,"Afghanistan-Government of Afghanistan/ USSR-1979",10,8,1,1,8,1,0
"Afghanistan","Hezb-I Wahdat","1","Afghanistan Civil War",1,1,"Afghanistan Civil War","0",NA,1992,0,"Afghanistan",700,700,NA,1,0,"01/01/92","31/12/93",NA,"Human Rights Watch","Pashtun civilians",NA,NA,NA,1,"Pashtun","70012000",1,"Sunni Muslims","ARI1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"Continued into 1993",NA,NA,NA,NA,NA,NA,"0",NA,NA,"5870000",NA,NA,"1","1","Collapse of communist government","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","Afghan rebels","0","1","Afghanistan-Hezb-I Wahdat-1992",1,4,1,0,4,1,1
"Afghanistan","Hezb-I Wahdat","1","Afghanistan Civil War",1,1,"Afghanistan Civil War","0",NA,1993,0,"Afghanistan",700,700,NA,1,0,"01/01/92","31/12/93",NA,"Human Rights Watch","Pashtun civilians",NA,NA,NA,1,"Pashtun","70012000",1,"Sunni Muslims","ARI1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"Civil war moved into new phase",NA,NA,NA,NA,NA,NA,"0",NA,NA,"6340000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afghanistan-Hezb-I Wahdat-1992",2,4,1,0,4,1,0
"Afghanistan","Ittihad-I Islami","1","Afghanistan Civil War",1,1,"Afghanistan Civil War","0",NA,1992,0,"Afghanistan",700,750,NA,1,0,"01/01/92","31/12/93",NA,"Human Rights Watch","Hazara civilians",NA,NA,NA,1,"Hazara","70007000",1,"Shia muslims","ARI2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2770,"Continued into 1993",NA,NA,NA,NA,NA,NA,"0",NA,NA,"1258000",NA,NA,"1","1","Collapse of communist government","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","Afghan rebels","0","1","Afghanistan-Ittihad-I Islami-1992",1,4,1,0,4,1,1
"Afghanistan","Ittihad-I Islami","1","Afghanistan Civil War",1,1,"Afghanistan Civil War","0",NA,1993,0,"Afghanistan",700,750,NA,1,0,"01/01/92","31/12/93",770,"Human Rights Watch","Hazara civilians","770","830","770",1,"Hazara","70007000",1,"Shia muslims","ARI2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2770,"Afshar campaign finished",0,0,0,0,1,0,"0",NA,NA,"1359000",NA,NA,"1","0",NA,"1","Ittihad-I Islami capturing Afshar region","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","Ittihaad-I Islami","1","0","Afghanistan-Ittihad-I Islami-1992",2,4,1,0,4,1,0
"Afghanistan","Jamiat-I Islami","1","Afghanistan Civil War",1,1,"Afghanistan Civil War","0",NA,1992,0,"Afghanistan",700,700,NA,0,0,"01/01/92","31/12/92",300,"Human Rights Watch","Hazara civilians","300","350","300",1,"Hazara","70007000",1,"Shia muslims","ARI2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"Possible future massacres occurred but no reliable records",0,0,0,0,0,1,"0",NA,NA,"1258000",NA,NA,"1","1","Collapse of communist government","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","Afghan rebels","0","1","Afghanistan-Jamiat-I Islami-1992",1,1,0,0,1,0,0
"Afghanistan","UIFSA ","1","War in Afghanistan",1,0,NA,"1","US War in Afghanistan",2001,0,"Afghanistan",700,700,NA,0,0,"01/01/01","31/12/01",1000,"UCDP Estimate","Supporters of the Taliban","200","1000","200",0,NA,NA,1,"Sunni Muslims","ARI1",1,"Supporter of the Taliban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,"Taliban succesfully defeated",1,0,0,0,0,0,"0","US-led International Coalition",NA,NA,NA,NA,"1","1","US invasion of Afghanistan","1","Northern Alliance capturing territory populated by Taliban supporters","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","US-led coalition","0","0","Afghanistan-UIFSA -2001",1,2,0,0,2,0,0
"Algeria","FLN","1","Algerian Independence Harki/European Massacres",1,1,"Algerian War of Independence","0",NA,1962,0,"Algeria",615,615,NA,0,0,"01/03/62","31/12/62",32788,"Mass Atrocity Endings","Harki","30000","150000","30000",0,NA,NA,0,NA,NA,1,"Harki (French Supporting)","Europeans","2788","2788","2788",1,"European (various)",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32788,"Fatalities decreased in 1963",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1","1","End of Algerian War of Independence","0",NA,"0",NA,"0",NA,"0",NA,"1","FLN","0",NA,"0",NA,"0",NA,"Algeria-FLN-1962",1,2,0,0,2,0,0
"Angola","Government of Angola","0","All Saints Massacre",1,1,"Angolan Civil War","0",NA,1992,1,"Angola",540,540,NA,0,0,"31/10/92","01/11/92",1200,"Weigert","Ovimbundu/UNITA Supporters","1200","1200","1200",1,"Ovimbundu","54005000",0,NA,NA,1,"UNITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"UNITA are expelled from Luanda, escalates to civil war",1,0,0,0,0,1,"0",NA,NA,"4560000",NA,NA,"1","0",NA,"0",NA,"1","UNITA Protest at Luanda Airport ","0",NA,"0",NA,"1","Government/MPLA",NA,NA,NA,NA,NA,NA,"Angola-Government of Angola-1992",1,2,0,0,2,0,0
